Write Threshold,Trace Name,Slow Chip,Fast Read Cost,Fast Write Cost,Slow Write Cost,Write Proportion,Average Read Block Size,Read Block Size Variance,Read Block Size Std Dev,Read Block Size Max,Read Block Size Min,Damage Threshold,Normalized Cost (%)
12,bfs_web,DDR5_2400AN,9.009137501593397,8.855447774120908,29.178641953923435,0.011546,985.8575883575884,14582804.73543618,3818.7438687919594,96439,49,27.070108555285888,0.0
12,654,DDR5_2400AN,9.162520026630144,8.95857147928574,29.484522347261173,0.028169,360.6280357903707,7406629.898711224,2721.5124285424868,94507,20,26.88249626738282,0.024989106526190307
12,619,DDR5_2400AN,9.12592161703812,8.98174135933239,29.397766944837834,0.085439,128.44093271526899,5181.816113528132,71.98483252413756,259,53,26.845760604459283,0.0
12,602,DDR5_2800AN,8.84904826965877,8.528833721230928,25.928756141711922,0.003867,3086.7888198757764,15646315.452297367,3955.54237144508,12457,82,23.595652626474315,0.0
12,cc_twi,DDR5_2800AN,9.007310925315359,8.95155842989311,26.373605497170573,0.11133,95.78732348819662,857.4111662436361,29.281584080162673,333,35,23.210541585696387,0.0
12,pr_road,DDR5_2800AN,8.998445326113053,8.987205828595918,26.513856150656096,0.158666,63.63001058841325,184.18741580687626,13.571566446319904,166,23,23.372904567679512,0.0002353187993611277
12,bfs_road,DDR5_2800AN,9.020241957958437,8.990220360404436,26.479039261252446,0.196224,49.154598825831705,224.6840248390593,14.989463794247587,164,12,23.266097271926764,1.4870502706542872
12,620,DDR5_2800AN,8.973649304432223,8.897518382352942,26.20997242647059,0.01088,1091.2880794701987,5592942.8496813,2364.940348017535,64612,67,23.151054992398816,0.0
12,bc_web,DDR5_2800AN,8.956817913002084,8.928123383854889,26.361201095250635,0.315179,26.07371306731648,256.1320168862959,16.004124995959508,2315,12,23.35616672893061,3.158999691281191
12,607,DDR5_2800AN,12.218397391443107,32.69222191246167,37.62029551156956,0.003587,3282.7852348993288,34070436.93374172,5836.988687134978,86350,26,4.839986889828115,0.0
12,623,DDR5_2800AN,9.05383346966073,7.9050042408821035,25.05131467345208,0.001179,10005.142857142857,3495314870.0612245,59121.187996024106,530279,85,22.72581287035202,0.0
12,pr_twi,DDR5_2800AN,9.013562415431574,8.923525627278575,26.356980484666522,0.04663,245.2939510939511,23772.659023899796,154.18384812910784,1684,61,23.20963107000782,0.0
12,600,DDR5_2800AN,9.01470858963225,7.503875968992248,22.906976744186046,0.000516,17248.302325581397,1953670615.3737154,44200.346326400155,243256,28,20.503958332597186,0.0
12,bc_twi,DDR5_2800AN,8.999128883777258,8.991055386297946,26.461543183010257,0.179214,54.95741261550824,899.8587728956383,29.997646122581656,578,15,23.296238587990068,0.45850896843174394
